n_leaves,n_colors,n_edges,max_cross_pairs,non_edges,non_edge_ratio,mean_out_degree,std_out_degree,max_out_degree,mean_in_degree,std_in_degree,max_in_degree,n_isolated_leaves,max_color_class_size,mean_color_class_size,std_color_class_size,n_singleton_colors,n_reciprocal_edges,reciprocal_ratio,density,reciprocity,n_nontrivial_scc,n_base_cherry_nodes,n_extension_edges,n_chain_nodes,has_chain,max_chain_length,extension_edges_per_cherry,n_false_positive_edges,n_false_negative_edges,num_species,num_hybridizations,mismatch
9,5,36,60,24,0.4,4.0,0.0,4,4.0,3.0550504633038935,8,0,3,1.8,0.9797958971132713,3,12,0.3333333333333333,0.5,0.6666666666666666,3,30,24,0,False,1,0.8,0,0,5,2,False
6,2,6,18,12,0.6666666666666666,1.0,0.0,1,1.0,0.0,1,0,3,3.0,0.0,0,3,0.5,0.2,1.0,3,9,12,0,False,1,1.3333333333333333,0,0,2,1,False
7,3,18,30,12,0.4,2.5714285714285716,1.3997084244475304,6,2.5714285714285716,1.3997084244475304,6,0,3,2.3333333333333335,0.9428090415820634,1,9,0.5,0.42857142857142855,1.0,1,15,12,0,False,1,0.8,0,0,3,1,False
4,4,12,12,0,0.0,3.0,0.0,3,3.0,0.0,3,0,1,1.0,0.0,4,6,0.5,1.0,1.0,1,6,0,0,False,0,0.0,0,0,4,5,False
4,3,10,10,0,0.0,2.5,0.5,3,2.5,0.5,3,0,2,1.3333333333333333,0.4714045207910317,2,5,0.5,0.8333333333333334,1.0,1,5,0,0,False,0,0.0,0,0,3,2,False
19,7,158,276,118,0.427536231884058,8.31578947368421,2.65672199244715,13,8.31578947368421,6.147764947557406,18,0,6,2.7142857142857144,2.1852940772540506,4,58,0.3670886075949367,0.4619883040935672,0.7341772151898734,1,138,118,9,True,2,0.855072463768116,0,0,7,4,False
11,6,93,94,1,0.010638297872340425,8.454545454545455,1.1570838237598051,10,8.454545454545455,1.233150906022776,10,0,4,1.8333333333333333,1.0671873729054748,3,46,0.4946236559139785,0.8454545454545455,0.989247311827957,1,47,1,0,False,1,0.02127659574468085,0,0,6,6,False
8,4,33,42,9,0.21428571428571427,4.125,1.4523687548277813,6,4.125,2.2603926650031405,7,0,4,2.0,1.224744871391589,2,12,0.36363636363636365,0.5892857142857143,0.7272727272727273,1,21,9,3,True,2,0.42857142857142855,0,0,4,4,False
9,9,72,72,0,0.0,8.0,0.0,8,8.0,0.0,8,0,1,1.0,0.0,9,36,0.5,1.0,1.0,1,36,0,0,False,0,0.0,0,0,9,8,False
12,8,101,120,19,0.15833333333333333,8.416666666666666,1.4409680388158819,11,8.416666666666666,2.8710721961587025,11,0,3,1.5,0.8660254037844386,6,45,0.44554455445544555,0.7651515151515151,0.8910891089108911,1,60,19,0,False,1,0.31666666666666665,0,0,8,8,False
8,6,48,50,2,0.04,6.0,1.0,7,6.0,1.3228756555322954,7,0,3,1.3333333333333333,0.74535599249993,5,23,0.4791666666666667,0.8571428571428571,0.9583333333333334,1,25,2,0,False,1,0.08,0,0,6,4,False
8,8,56,56,0,0.0,7.0,0.0,7,7.0,0.0,7,0,1,1.0,0.0,8,28,0.5,1.0,1.0,1,28,0,0,False,0,0.0,0,0,8,5,False
11,9,106,106,0,0.0,9.636363636363637,0.4810456929208347,10,9.636363636363637,0.4810456929208347,10,0,2,1.2222222222222223,0.41573970964154905,7,53,0.5,0.9636363636363636,1.0,1,53,0,0,False,0,0.0,0,0,9,4,False
15,10,155,196,41,0.20918367346938777,10.333333333333334,1.3498971154211057,14,10.333333333333334,4.044200236827493,14,0,3,1.5,0.806225774829855,7,67,0.432258064516129,0.7380952380952381,0.864516129032258,1,98,41,0,False,1,0.41836734693877553,0,0,10,5,False
3,3,6,6,0,0.0,2.0,0.0,2,2.0,0.0,2,0,1,1.0,0.0,3,3,0.5,1.0,1.0,1,3,0,0,False,0,0.0,0,0,3,5,False
4,2,6,6,0,0.0,1.5,0.8660254037844386,3,1.5,0.8660254037844386,3,0,3,2.0,1.0,1,3,0.5,0.5,1.0,1,3,0,0,False,0,0.0,0,0,2,6,False
5,4,16,18,2,0.1111111111111111,3.2,0.39999999999999997,4,3.2,1.16619037896906,4,0,2,1.25,0.4330127018922193,3,7,0.4375,0.8,0.875,1,9,2,0,False,1,0.2222222222222222,0,0,4,5,False
6,5,28,28,0,0.0,4.666666666666667,0.4714045207910317,5,4.666666666666667,0.4714045207910317,5,0,2,1.2,0.4000000000000001,4,14,0.5,0.9333333333333333,1.0,1,14,0,0,False,0,0.0,0,0,5,2,False
26,9,391,582,191,0.3281786941580756,15.038461538461538,3.4248050953051914,24,15.038461538461538,6.060469448881696,25,0,5,2.888888888888889,1.4487116456005886,2,167,0.42710997442455245,0.6015384615384616,0.8542199488491049,1,291,191,4,True,2,0.6563573883161512,0,0,9,6,False
6,5,25,28,3,0.10714285714285714,4.166666666666667,0.37267799624996495,5,4.166666666666667,1.2133516482134197,5,0,2,1.2,0.4000000000000001,4,11,0.44,0.8333333333333334,0.88,1,14,3,0,False,1,0.21428571428571427,0,0,5,6,False
14,8,130,164,34,0.2073170731707317,9.285714285714286,2.813959371941744,13,9.285714285714286,2.889106916593812,13,0,3,1.75,0.9682458365518543,5,64,0.49230769230769234,0.7142857142857143,0.9846153846153847,1,82,34,2,True,2,0.4146341463414634,0,0,8,2,False
6,4,25,26,1,0.038461538461538464,4.166666666666667,0.37267799624996495,5,4.166666666666667,0.6871842709362768,5,0,2,1.5,0.5,2,12,0.48,0.8333333333333334,0.96,1,13,1,0,False,1,0.07692307692307693,0,0,4,1,False
14,7,110,154,44,0.2857142857142857,7.857142857142857,1.7670452681218545,10,7.857142857142857,4.137928102274355,13,0,5,2.0,1.4142135623730951,4,47,0.42727272727272725,0.6043956043956044,0.8545454545454545,1,77,44,3,True,2,0.5714285714285714,1,0,7,7,True
5,5,20,20,0,0.0,4.0,0.0,4,4.0,0.0,4,0,1,1.0,0.0,5,10,0.5,1.0,1.0,1,10,0,0,False,0,0.0,0,0,5,6,False
13,10,144,150,6,0.04,11.076923076923077,0.6153846153846154,12,11.076923076923077,1.817078740156572,12,0,2,1.3,0.45825756949558394,7,69,0.4791666666666667,0.9230769230769231,0.9583333333333334,1,75,6,0,False,1,0.08,0,0,10,7,False
9,7,59,68,9,0.1323529411764706,6.555555555555555,0.6849348892187751,8,6.555555555555555,2.2166597048066667,8,0,2,1.2857142857142858,0.45175395145262565,5,25,0.423728813559322,0.8194444444444444,0.847457627118644,1,34,9,1,True,2,0.2647058823529412,0,0,7,4,False
24,8,316,496,180,0.3629032258064516,13.166666666666666,2.5603819159562025,17,13.166666666666666,5.241395064505462,20,0,5,3.0,1.0,0,106,0.33544303797468356,0.572463768115942,0.6708860759493671,1,248,180,26,True,3,0.7258064516129032,1,0,8,6,True
13,8,107,146,39,0.2671232876712329,8.23076923076923,0.42132504423474315,9,8.23076923076923,3.285254846778865,12,0,2,1.625,0.4841229182759271,3,46,0.42990654205607476,0.6858974358974359,0.8598130841121495,1,73,39,0,False,1,0.5342465753424658,0,0,8,4,False
16,6,133,196,63,0.32142857142857145,8.3125,3.5482169818093143,15,8.3125,3.900620944157481,15,0,6,2.6666666666666665,1.699673171197595,2,39,0.2932330827067669,0.5541666666666667,0.5864661654135338,1,98,63,15,True,2,0.6428571428571429,0,0,6,5,False
7,5,38,38,0,0.0,5.428571428571429,0.4948716593053935,6,5.428571428571429,0.4948716593053935,6,0,2,1.4,0.4898979485566356,3,19,0.5,0.9047619047619048,1.0,1,19,0,0,False,0,0.0,0,0,5,3,False
16,10,222,228,6,0.02631578947368421,13.875,0.7806247497997998,15,13.875,1.2183492931011204,15,0,2,1.6,0.48989794855663565,4,108,0.4864864864864865,0.925,0.972972972972973,1,114,6,0,False,1,0.05263157894736842,0,0,10,8,False
39,10,480,1316,836,0.6352583586626139,12.307692307692308,7.200975169552033,38,12.307692307692308,8.47667643552029,38,0,7,3.9,2.3000000000000003,3,215,0.4479166666666667,0.32388663967611336,0.8958333333333334,1,658,836,19,True,3,1.2705167173252279,0,0,10,4,False
5,3,10,14,4,0.2857142857142857,2.0,0.0,2,2.0,1.7888543819998317,4,0,3,1.6666666666666667,0.9428090415820634,2,3,0.3,0.5,0.6,1,7,4,0,False,1,0.5714285714285714,0,0,3,6,False
11,3,42,80,38,0.475,3.8181818181818183,1.192261549873091,6,3.8181818181818183,1.8497263590341642,7,0,4,3.6666666666666665,0.4714045207910317,0,16,0.38095238095238093,0.38181818181818183,0.7619047619047619,1,40,38,4,True,3,0.95,1,0,3,3,True
10,9,85,88,3,0.03409090909090909,8.5,0.5,9,8.5,1.2041594578792296,9,0,2,1.1111111111111112,0.3142696805273545,8,41,0.4823529411764706,0.9444444444444444,0.9647058823529412,1,44,3,0,False,1,0.06818181818181818,0,0,9,7,False
13,10,128,150,22,0.14666666666666667,9.846153846153847,0.36080121229411,10,9.846153846153847,3.8399950690303646,12,0,2,1.3,0.45825756949558394,7,55,0.4296875,0.8205128205128205,0.859375,2,75,22,0,False,1,0.29333333333333333,0,0,10,7,False
11,7,88,100,12,0.12,8.0,0.7385489458759964,9,8.0,2.449489742783178,10,0,3,1.5714285714285714,0.7284313590846835,4,40,0.45454545454545453,0.8,0.9090909090909091,1,50,12,0,False,1,0.24,0,0,7,2,False
38,6,282,1200,918,0.765,7.421052631578948,2.3354429191930306,17,7.421052631578948,1.9951464653710387,16,0,8,6.333333333333333,0.7453559924999298,0,132,0.46808510638297873,0.20056899004267426,0.9361702127659575,3,600,918,7,True,3,1.53,2,0,6,5,True
8,6,52,52,0,0.0,6.5,0.5,7,6.5,0.5,7,0,2,1.3333333333333333,0.4714045207910317,4,26,0.5,0.9285714285714286,1.0,1,26,0,0,False,0,0.0,0,0,6,3,False
11,10,107,108,1,0.009259259259259259,9.727272727272727,0.4453617714151233,10,9.727272727272727,0.616575453011388,10,0,2,1.1,0.3,9,53,0.4953271028037383,0.9727272727272728,0.9906542056074766,1,54,1,0,False,1,0.018518518518518517,0,0,10,4,False
13,9,135,146,11,0.07534246575342465,10.384615384615385,0.8355984993230936,11,10.384615384615385,2.2373907034229212,12,0,3,1.4444444444444444,0.6849348892187752,6,63,0.4666666666666667,0.8653846153846154,0.9333333333333333,1,73,11,0,False,1,0.1506849315068493,0,0,9,3,False
4,3,9,10,1,0.1,2.25,0.4330127018922193,3,2.25,0.82915619758885,3,0,2,1.3333333333333333,0.4714045207910317,2,4,0.4444444444444444,0.75,0.8888888888888888,1,5,1,0,False,1,0.2,0,0,3,8,False
38,10,647,1290,643,0.49844961240310076,17.026315789473685,2.433179013308171,23,17.026315789473685,10.040672136511011,35,0,5,3.8,0.9797958971132712,0,214,0.33075734157650694,0.4601706970128023,0.6615146831530139,2,645,643,69,True,2,0.9968992248062015,0,0,10,6,False
2,2,2,2,0,0.0,1.0,0.0,1,1.0,0.0,1,0,1,1.0,0.0,2,1,0.5,1.0,1.0,1,0,0,0,False,0,,0,0,2,1,False
28,8,342,678,336,0.49557522123893805,12.214285714285714,2.4691980024919435,17,12.214285714285714,6.799984993981041,23,0,5,3.5,1.0,0,121,0.3538011695906433,0.4523809523809524,0.7076023391812866,1,339,336,36,True,2,0.9911504424778761,6,0,8,4,True
12,9,120,120,0,0.0,10.0,1.4142135623730951,11,10.0,1.4142135623730951,11,0,4,1.3333333333333333,0.9428090415820635,8,60,0.5,0.9090909090909091,1.0,1,60,0,0,False,0,0.0,0,0,9,5,False
8,3,29,40,11,0.275,3.625,1.2183492931011204,6,3.625,1.5761900266148114,6,0,4,2.6666666666666665,0.9428090415820634,0,14,0.4827586206896552,0.5178571428571429,0.9655172413793104,1,20,11,1,True,2,0.55,0,0,3,8,False
7,4,27,36,9,0.25,3.857142857142857,0.989743318610787,6,3.857142857142857,1.355261854357877,6,0,2,1.75,0.4330127018922193,1,11,0.4074074074074074,0.6428571428571429,0.8148148148148148,1,18,9,1,True,2,0.5,0,0,4,5,False
6,6,30,30,0,0.0,5.0,0.0,5,5.0,0.0,5,0,1,1.0,0.0,6,15,0.5,1.0,1.0,1,15,0,0,False,0,0.0,0,0,6,2,False
24,8,291,500,209,0.418,12.125,3.1926021257484205,20,12.125,3.6777767287678933,19,0,4,3.0,0.7071067811865476,0,122,0.41924398625429554,0.5271739130434783,0.8384879725085911,1,250,209,16,True,2,0.836,1,0,8,8,True
20,8,241,340,99,0.2911764705882353,12.05,1.116915395184434,14,12.05,5.669876541865793,19,0,4,2.5,1.118033988749895,2,95,0.3941908713692946,0.6342105263157894,0.7883817427385892,1,170,99,4,True,3,0.5823529411764706,0,0,8,4,False
32,7,431,828,397,0.47946859903381644,13.46875,7.399258303201747,31,13.46875,7.52073955389362,31,0,8,4.571428571428571,2.6649654437396615,2,192,0.44547563805104406,0.4344758064516129,0.8909512761020881,1,414,397,17,True,2,0.9589371980676329,0,0,7,5,False
27,9,432,638,206,0.322884012539185,16.0,3.701851388657263,22,16.0,6.400231477295408,24,0,5,3.0,1.0540925533894598,0,170,0.39351851851851855,0.6153846153846154,0.7870370370370371,2,319,206,28,True,2,0.64576802507837,0,0,9,4,False
5,4,18,18,0,0.0,3.6,0.4898979485566356,4,3.6,0.4898979485566356,4,0,2,1.25,0.4330127018922193,3,9,0.5,0.9,1.0,1,9,0,0,False,0,0.0,0,0,4,4,False
9,8,69,70,1,0.014285714285714285,7.666666666666667,0.4714045207910317,8,7.666666666666667,0.6666666666666666,8,0,2,1.125,0.33071891388307384,7,34,0.4927536231884058,0.9583333333333334,0.9855072463768116,1,35,1,0,False,1,0.02857142857142857,0,0,8,2,False
3,3,6,6,0,0.0,2.0,0.0,2,2.0,0.0,2,0,1,1.0,0.0,3,3,0.5,1.0,1.0,1,3,0,0,False,0,0.0,0,0,3,1,False
22,10,310,420,110,0.2619047619047619,14.090909090909092,4.50160669205089,21,14.090909090909092,4.775972922386799,21,0,5,2.2,1.2489995996796797,4,127,0.4096774193548387,0.670995670995671,0.8193548387096774,1,210,110,25,True,3,0.5238095238095238,0,0,10,4,False
11,8,83,98,15,0.15306122448979592,7.545454545454546,1.1570838237598051,10,7.545454545454546,3.3942099459262676,10,0,4,1.375,0.9921567416492215,7,34,0.40963855421686746,0.7545454545454545,0.8192771084337349,1,49,15,0,False,1,0.30612244897959184,0,0,8,4,False
23,10,241,456,215,0.47149122807017546,10.478260869565217,1.4101978034979874,15,10.478260869565217,6.419193808363974,22,0,5,2.3,1.4177446878757827,5,89,0.36929460580912865,0.4762845849802372,0.7385892116182573,1,228,215,4,True,2,0.9429824561403509,0,0,10,7,False
5,3,13,16,3,0.1875,2.6,0.4898979485566356,3,2.6,1.019803902718557,4,0,2,1.6666666666666667,0.4714045207910317,1,5,0.38461538461538464,0.65,0.7692307692307693,1,8,3,0,False,1,0.375,0,0,3,7,False
15,8,165,194,29,0.14948453608247422,11.0,1.8618986725025255,14,11.0,2.4765567494675613,14,0,3,1.875,0.5994789404140899,2,79,0.47878787878787876,0.7857142857142857,0.9575757575757575,1,97,29,2,True,2,0.29896907216494845,0,0,8,4,False
8,6,49,52,3,0.057692307692307696,6.125,0.7806247497997998,7,6.125,1.2686114456365274,7,0,2,1.3333333333333333,0.4714045207910317,4,23,0.46938775510204084,0.875,0.9387755102040817,1,26,3,0,False,1,0.11538461538461539,0,0,6,5,False
8,5,36,50,14,0.28,4.5,0.5,5,4.5,2.179449471770337,7,0,2,1.6,0.4898979485566356,2,13,0.3611111111111111,0.6428571428571429,0.7222222222222222,2,25,14,2,True,2,0.56,0,0,5,7,False
14,9,136,170,34,0.2,9.714285714285714,0.6998542122237652,11,9.714285714285714,4.333071682315172,13,0,3,1.5555555555555556,0.6849348892187752,5,56,0.4117647058823529,0.7472527472527473,0.8235294117647058,1,85,34,2,True,2,0.4,0,0,9,4,False
10,3,35,66,31,0.4696969696969697,3.5,0.806225774829855,4,3.5,1.8027756377319946,7,0,4,3.3333333333333335,0.4714045207910317,0,14,0.4,0.3888888888888889,0.8,1,33,31,6,True,3,0.9393939393939394,1,0,3,5,True
7,5,35,38,3,0.07894736842105263,5.0,0.7559289460184544,6,5.0,1.3093073414159542,6,0,2,1.4,0.4898979485566356,3,16,0.45714285714285713,0.8333333333333334,0.9142857142857143,1,19,3,0,False,1,0.15789473684210525,0,0,5,2,False
23,9,304,468,164,0.3504273504273504,13.217391304347826,2.903618757750261,19,13.217391304347826,4.558379972897794,20,0,3,2.5555555555555554,0.49690399499995325,0,139,0.45723684210526316,0.6007905138339921,0.9144736842105263,1,234,164,20,True,2,0.7008547008547008,0,0,9,4,False
2,2,2,2,0,0.0,1.0,0.0,1,1.0,0.0,1,0,1,1.0,0.0,2,1,0.5,1.0,1.0,1,0,0,0,False,0,,0,0,2,6,False
20,9,224,354,130,0.3672316384180791,11.2,2.839013913315678,18,11.2,2.249444375840399,15,0,3,2.2222222222222223,0.41573970964154905,0,109,0.48660714285714285,0.5894736842105263,0.9732142857142857,1,177,130,0,False,1,0.7344632768361582,0,0,9,2,False
4,4,12,12,0,0.0,3.0,0.0,3,3.0,0.0,3,0,1,1.0,0.0,4,6,0.5,1.0,1.0,1,6,0,0,False,0,0.0,0,0,4,1,False
6,3,16,24,8,0.3333333333333333,2.6666666666666665,0.7453559924999298,4,2.6666666666666665,0.7453559924999298,4,0,2,2.0,0.0,0,8,0.5,0.5333333333333333,1.0,1,12,8,0,False,1,0.6666666666666666,0,0,3,3,False
12,4,53,106,53,0.5,4.416666666666667,0.7592027982620249,6,4.416666666666667,3.4990077958695025,9,0,4,3.0,0.7071067811865476,0,14,0.2641509433962264,0.4015151515151515,0.5283018867924528,1,53,53,13,True,3,1.0,0,0,4,8,False
12,4,55,106,51,0.4811320754716981,4.583333333333333,1.9346977943739831,9,4.583333333333333,1.9773017529507788,9,0,4,3.0,0.7071067811865476,0,16,0.2909090909090909,0.4166666666666667,0.5818181818181818,1,53,51,10,True,3,0.9622641509433962,0,0,4,3,False
13,7,126,138,12,0.08695652173913043,9.692307692307692,1.3234346564680965,12,9.692307692307692,2.865836309261101,12,0,4,1.8571428571428572,0.9897433186107869,3,57,0.4523809523809524,0.8076923076923077,0.9047619047619048,1,69,12,2,True,2,0.17391304347826086,0,0,7,5,False
4,2,5,8,3,0.375,1.25,0.4330127018922193,2,1.25,0.82915619758885,2,0,2,2.0,0.0,0,2,0.4,0.4166666666666667,0.8,1,4,3,1,True,2,0.75,0,0,2,6,False
51,9,592,2302,1710,0.7428323197219809,11.607843137254902,4.102024518681558,24,11.607843137254902,4.307214337358091,24,0,7,5.666666666666667,1.0540925533894598,0,278,0.46959459459459457,0.23215686274509803,0.9391891891891891,1,1151,1710,25,True,3,1.4856646394439619,4,0,9,6,True
12,7,114,116,2,0.017241379310344827,9.5,1.3844373104863459,11,9.5,1.3844373104863459,11,0,4,1.7142857142857142,1.0301575072754254,4,57,0.5,0.8636363636363636,1.0,1,58,2,0,False,1,0.034482758620689655,0,0,7,1,False
20,6,146,290,144,0.496551724137931,7.3,3.634556369077249,19,7.3,5.282991576748916,19,0,9,3.3333333333333335,2.6874192494328497,1,64,0.4383561643835616,0.38421052631578945,0.8767123287671232,1,145,144,17,True,2,0.993103448275862,0,0,6,7,False
7,3,18,28,10,0.35714285714285715,2.5714285714285716,1.3997084244475304,6,2.5714285714285716,1.6781914463529615,6,0,4,2.3333333333333335,1.247219128924647,1,8,0.4444444444444444,0.42857142857142855,0.8888888888888888,1,14,10,2,True,2,0.7142857142857143,0,0,3,4,False
17,8,216,240,24,0.1,12.705882352941176,1.7068962504172833,16,12.705882352941176,3.443061323920446,16,0,5,2.125,1.2686114456365274,3,98,0.4537037037037037,0.7941176470588235,0.9074074074074074,1,120,24,4,True,2,0.2,0,0,8,6,False
12,9,124,124,0,0.0,10.333333333333334,0.8498365855987975,11,10.333333333333334,0.8498365855987975,11,0,3,1.3333333333333333,0.6666666666666666,7,62,0.5,0.9393939393939394,1.0,1,62,0,0,False,0,0.0,0,0,9,1,False
3,2,3,4,1,0.25,1.0,0.0,1,1.0,0.816496580927726,2,0,2,1.5,0.5,1,1,0.3333333333333333,0.5,0.6666666666666666,1,2,1,0,False,1,0.5,0,0,2,3,False
14,10,160,172,12,0.06976744186046512,11.428571428571429,1.1780301787479033,13,11.428571428571429,2.0946968998021687,13,0,3,1.4,0.66332495807108,7,77,0.48125,0.8791208791208791,0.9625,1,86,12,0,False,1,0.13953488372093023,0,0,10,2,False
14,8,146,168,22,0.13095238095238096,10.428571428571429,0.9793792286287207,13,10.428571428571429,3.9227229193559947,13,0,3,1.75,0.6614378277661477,3,62,0.4246575342465753,0.8021978021978022,0.8493150684931506,1,84,22,0,False,1,0.2619047619047619,0,0,8,8,False
6,3,16,24,8,0.3333333333333333,2.6666666666666665,0.7453559924999298,4,2.6666666666666665,0.7453559924999298,4,0,2,2.0,0.0,0,8,0.5,0.5333333333333333,1.0,1,12,8,0,False,1,0.6666666666666666,0,0,3,7,False
28,4,108,586,478,0.8156996587030717,3.857142857142857,1.406979685970872,9,3.857142857142857,1.406979685970872,9,0,8,7.0,0.7071067811865476,0,54,0.5,0.14285714285714285,1.0,4,293,478,0,False,1,1.6313993174061434,0,0,4,1,False
12,7,96,114,18,0.15789473684210525,8.0,2.160246899469287,11,8.0,2.614064523559687,11,0,4,1.7142857142857142,1.160576914947994,5,45,0.46875,0.7272727272727273,0.9375,1,57,18,0,False,1,0.3157894736842105,0,0,7,4,False
20,10,328,352,24,0.06818181818181818,16.4,1.772004514666935,19,16.4,1.772004514666935,19,0,4,2.0,0.8944271909999159,3,164,0.5,0.8631578947368421,1.0,1,176,24,0,False,1,0.13636363636363635,0,0,10,1,False
9,6,62,66,4,0.06060606060606061,6.888888888888889,0.8748897637790901,8,6.888888888888889,0.8748897637790901,8,0,2,1.5,0.5,3,31,0.5,0.8611111111111112,1.0,1,33,4,0,False,1,0.12121212121212122,0,0,6,8,False
20,10,302,352,50,0.14204545454545456,15.1,2.142428528562855,19,15.1,2.3853720883753127,19,0,4,2.0,0.8944271909999159,3,150,0.4966887417218543,0.7947368421052632,0.9933774834437086,1,176,50,0,False,1,0.2840909090909091,0,0,10,2,False
10,4,50,74,24,0.32432432432432434,5.0,1.2649110640673518,7,5.0,1.2649110640673518,7,0,3,2.5,0.5,0,25,0.5,0.5555555555555556,1.0,1,37,24,0,False,1,0.6486486486486487,0,0,4,3,False
3,2,3,4,1,0.25,1.0,0.0,1,1.0,0.816496580927726,2,0,2,1.5,0.5,1,1,0.3333333333333333,0.5,0.6666666666666666,1,2,1,0,False,1,0.5,0,0,2,6,False
15,10,198,198,0,0.0,13.2,0.7483314773547883,14,13.2,0.7483314773547883,14,0,3,1.5,0.6708203932499369,6,99,0.5,0.9428571428571428,1.0,1,99,0,0,False,0,0.0,0,0,10,1,False
14,8,130,170,40,0.23529411764705882,9.285714285714286,2.050385727772475,13,9.285714285714286,2.050385727772475,13,0,2,1.75,0.4330127018922193,2,65,0.5,0.7142857142857143,1.0,1,85,40,0,False,1,0.47058823529411764,0,0,8,1,False
33,10,689,954,265,0.2777777777777778,20.87878787878788,3.3552995237979175,29,20.87878787878788,6.745402815015777,32,0,6,3.3,1.6155494421403513,2,308,0.44702467343976776,0.6524621212121212,0.8940493468795355,1,477,265,13,True,2,0.5555555555555556,0,0,10,3,False
13,5,113,130,17,0.13076923076923078,8.692307692307692,1.2639751327042295,11,8.692307692307692,2.642394467279641,12,0,4,2.6,1.019803902718557,1,52,0.46017699115044247,0.7243589743589743,0.9203539823008849,1,65,17,1,True,2,0.26153846153846155,0,0,5,7,False
5,3,12,16,4,0.25,2.4,0.8,4,2.4,0.8,4,0,2,1.6666666666666667,0.4714045207910317,1,6,0.5,0.6,1.0,1,8,4,0,False,1,0.5,0,0,3,8,False
4,3,10,10,0,0.0,2.5,0.5,3,2.5,0.5,3,0,2,1.3333333333333333,0.4714045207910317,2,5,0.5,0.8333333333333334,1.0,1,5,0,0,False,0,0.0,0,0,3,4,False
8,4,32,48,16,0.3333333333333333,4.0,1.3228756555322954,6,4.0,1.9364916731037085,6,0,2,2.0,0.0,0,10,0.3125,0.5714285714285714,0.625,1,24,16,2,True,2,0.6666666666666666,0,0,4,5,False
24,6,220,466,246,0.5278969957081545,9.166666666666666,4.317277948996206,17,9.166666666666666,3.7267799624996494,16,0,7,4.0,1.5275252316519468,0,97,0.4409090909090909,0.39855072463768115,0.8818181818181818,1,233,246,6,True,2,1.055793991416309,0,0,6,8,False
21,10,331,392,61,0.1556122448979592,15.761904761904763,2.6709149833105066,20,15.761904761904763,3.336732960258067,20,0,3,2.1,0.7,2,156,0.47129909365558914,0.7880952380952381,0.9425981873111783,1,196,61,8,True,2,0.3112244897959184,4,0,10,4,True
18,10,262,284,22,0.07746478873239436,14.555555555555555,1.2570787221094177,17,14.555555555555555,2.852332811776319,17,0,3,1.8,0.8717797887081348,5,122,0.46564885496183206,0.8562091503267973,0.9312977099236641,1,142,22,0,False,1,0.15492957746478872,0,0,10,5,False
14,4,67,138,71,0.5144927536231884,4.785714285714286,2.807606286719078,11,4.785714285714286,2.782048870592921,12,0,5,3.5,1.5,0,18,0.26865671641791045,0.36813186813186816,0.5373134328358209,1,69,71,11,True,2,1.0289855072463767,0,0,4,8,False
30,3,112,594,482,0.8114478114478114,3.7333333333333334,2.2793761329705013,10,3.7333333333333334,2.5024432505497947,10,0,11,10.0,1.4142135623730951,0,49,0.4375,0.12873563218390804,0.875,3,297,482,8,True,2,1.6228956228956228,0,0,3,3,False
15,9,154,194,40,0.20618556701030927,10.266666666666667,1.3888444437333105,12,10.266666666666667,4.419150245113747,14,0,3,1.6666666666666667,0.816496580927726,5,59,0.38311688311688313,0.7333333333333333,0.7662337662337663,2,97,40,8,True,2,0.41237113402061853,0,0,9,8,False
5,5,20,20,0,0.0,4.0,0.0,4,4.0,0.0,4,0,1,1.0,0.0,5,10,0.5,1.0,1.0,1,10,0,0,False,0,0.0,0,0,5,2,False
14,8,160,164,4,0.024390243902439025,11.428571428571429,1.178030178747903,13,11.428571428571429,1.178030178747903,13,0,4,1.75,0.9682458365518543,4,80,0.5,0.8791208791208791,1.0,1,82,4,0,False,1,0.04878048780487805,0,0,8,1,False
5,4,18,18,0,0.0,3.6,0.4898979485566356,4,3.6,0.4898979485566356,4,0,2,1.25,0.4330127018922193,3,9,0.5,0.9,1.0,1,9,0,0,False,0,0.0,0,0,4,5,False
11,7,75,100,25,0.25,6.818181818181818,1.1922615498730909,9,6.818181818181818,3.009626428590336,10,0,3,1.5714285714285714,0.7284313590846836,4,31,0.41333333333333333,0.6818181818181818,0.8266666666666667,1,50,25,2,True,2,0.5,0,0,7,8,False
24,3,107,382,275,0.7198952879581152,4.458333333333333,2.14046658984022,9,4.458333333333333,2.532771319238189,9,0,9,8.0,0.816496580927726,0,45,0.4205607476635514,0.19384057971014493,0.8411214953271028,2,191,275,7,True,3,1.4397905759162304,0,0,3,4,False
3,3,6,6,0,0.0,2.0,0.0,2,2.0,0.0,2,0,1,1.0,0.0,3,3,0.5,1.0,1.0,1,3,0,0,False,0,0.0,0,0,3,8,False
13,6,130,134,4,0.029850746268656716,10.0,1.4675987714106855,12,10.0,1.3587324409735149,12,0,4,2.1666666666666665,1.0671873729054748,2,63,0.4846153846153846,0.8333333333333334,0.9692307692307692,1,67,4,0,False,1,0.05970149253731343,0,0,6,7,False
15,8,158,194,36,0.18556701030927836,10.533333333333333,1.14697670227235,13,10.533333333333333,3.5188381921057723,14,0,3,1.875,0.5994789404140899,2,69,0.43670886075949367,0.7523809523809524,0.8734177215189873,1,97,36,8,True,2,0.3711340206185567,0,0,8,2,False
